time,RSSI,time,lat,long,GPS MSL,SVs,time,acceleration,time,pressure,Pressure MSL,Pressure AGL,time,comp. bat. voltage,time,state,A cont.,B cont.,C cont.,D cont.,A on., B on,C on,D on,time,eject. bat. voltage,time,GPS Time of Week, valid leap seconds, leap seconds,time,temperature
2198,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198.14,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198.25,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198.36,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198.47,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198.58,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198.72,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198.83,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198.94,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199.05,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199.19,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199.3,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199.41,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199.52,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199.62,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199.77,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199.87,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199.98,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200.09,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200.23,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200.34,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200.45,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200.56,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200.7,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200.81,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200.92,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201.03,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201.14,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201.28,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201.39,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201.5,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201.61,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201.75,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201.86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201.97,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202.08,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202.19,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202.33,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202.44,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202.55,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202.66,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202.8,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202.91,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203.02,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203.12,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203.23,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203.37,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203.48,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203.59,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203.7,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203.83,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203.94,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204.06,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204.17,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204.3,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204.41,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204.53,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204.64,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204.75,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204.89,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205.11,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205.22,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205.34,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205.47,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205.58,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205.69,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205.8,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205.94,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206.05,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206.16,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206.27,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206.41,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206.52,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206.62,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206.73,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206.84,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206.98,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207.09,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207.2,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207.31,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207.45,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207.56,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207.67,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207.78,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207.89,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208.03,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208.14,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208.25,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208.36,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208.5,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208.61,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208.72,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208.83,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208.94,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209.08,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209.19,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209.3,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209.41,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209.55,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209.66,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209.77,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209.87,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209.98,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210.12,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210.23,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210.34,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210.47,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210.59,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210.7,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210.83,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210.94,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211.06,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211.17,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211.3,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211.41,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211.52,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211.64,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211.75,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211.87,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211.98,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212.11,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212.22,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212.33,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212.45,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212.56,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212.69,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212.8,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212.91,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213.03,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213.16,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213.27,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213.37,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213.5,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213.61,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213.73,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213.84,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213.95,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.06,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.2,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.31,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.42,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.53,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.64,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.78,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214.89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215.11,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215.25,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215.36,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215.47,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215.58,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215.69,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215.83,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215.94,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216.05,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216.16,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216.3,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216.41,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216.52,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216.62,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216.73,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216.88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216.98,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217.09,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217.2,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217.34,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217.45,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217.56,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217.67,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217.78,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217.92,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218.03,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218.14,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218.25,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218.39,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218.5,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218.61,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218.72,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218.86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218.97,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219.08,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219.2,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219.31,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219.44,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219.55,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219.67,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219.78,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219.91,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.02,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.14,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.25,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.36,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.5,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.61,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.72,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.83,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220.95,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221.06,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221.19,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221.3,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221.42,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221.55,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221.66,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221.77,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221.88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222.11,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222.23,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222.34,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222.47,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222.58,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222.69,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222.81,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222.92,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223.05,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223.16,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223.27,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223.38,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223.52,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223.62,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223.73,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223.84,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223.95,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224.09,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224.2,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224.31,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224.42,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224.56,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224.67,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224.78,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224.89,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225.14,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225.25,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225.36,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225.47,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225.61,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225.72,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225.83,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225.94,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226.08,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226.19,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226.3,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226.41,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226.52,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226.66,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226.77,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226.88,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226.98,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227.12,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227.23,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227.34,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227.45,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227.56,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227.7,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227.81,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227.92,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228.03,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228.17,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228.28,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228.39,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228.52,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228.64,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228.77,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228.88,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228.98,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229.09,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229.23,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229.34,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229.45,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229.56,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229.7,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229.81,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229.92,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230.03,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230.14,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230.28,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230.39,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230.5,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230.61,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230.75,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230.86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230.98,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231.09,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231.22,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231.34,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231.45,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231.56,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231.67,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231.81,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231.92,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232.03,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232.14,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232.28,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232.39,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232.5,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232.61,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232.72,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232.86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232.97,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233.08,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233.19,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233.33,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233.44,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233.55,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233.66,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233.77,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233.91,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.02,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.12,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.23,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.36,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.47,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.58,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.7,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.83,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234.94,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235.05,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235.17,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235.28,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235.41,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235.52,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235.64,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235.75,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235.88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236.11,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236.22,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236.33,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236.47,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236.58,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236.69,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236.8,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236.94,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237.05,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237.16,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237.27,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237.38,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237.52,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237.62,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237.73,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237.84,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237.98,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238.09,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238.2,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
